,index_stanzas,stanzas,rhyme_scheme,index_poem,meter,input,rhyme_markup,rhyme_markup_long,rhyme_markup_long_count
251,5449,"['О, не гони меня, -- твердит она, вздыхая,--', 'Не проклинай докучный мой приход,', 'Еще не раз душа твоя больная', 'Меня, быть может, призовет!']",ABAB,2163,iambos,"""О, не гони меня"", - вздыхает она, - ""не проклинай мой докучный приход. Еще не раз, быть может, твоя больная душа призовет меня"".","['<rhymeA>вздыхая</rhymeA> О, не гони меня, -- твердит она, вздыхая,--', '<rhymeB>приход</rhymeB> Не проклинай докучный мой приход,', '<rhymeA>больная</rhymeA> Еще не раз душа твоя больная', '<rhymeB>зовет</rhymeB> Меня, быть может, призовет!']","['<rhymeA>вздыхая</rhymeA> О, не гони меня, -- твердит она, вздыхая,--', '<rhymeB>приход</rhymeB> Не проклинай докучный мой приход,', '<rhymeA>больная</rhymeA> Еще не раз душа твоя больная', '<rhymeB>призовет</rhymeB> Меня, быть может, призовет!']","['<rhymeA>1. вздыхая</rhymeA> О, не гони меня, -- твердит она, вздыхая,--', '<rhymeB>2. приход</rhymeB> Не проклинай докучный мой приход,', '<rhymeA>3. больная</rhymeA> Еще не раз душа твоя больная', '<rhymeB>4. призовет</rhymeB> Меня, быть может, призовет!']"
252,116133,"['И за́ сердце хватал напев унылый.', 'Вдруг свист... и вскакивал бурлак:', '«Пой веселей!» И песня с новой силой', 'Неслась, как вихрь... «Дружней! вот так!..»']",ABAB,29934,iambos,"Грустная мелодия сжимала сердце. Вдруг свист раздался, и бурлак вскакивал: «Пой веселей!» И песня с новой силой неслась, как вихрь... «Дружней! вот так!..»","['<rhymeA>унылый</rhymeA> И за́ сердце хватал напев унылый.', '<rhymeB>бурлак</rhymeB> Вдруг свист... и вскакивал бурлак:', '<rhymeA>силой</rhymeA> «Пой веселей!» И песня с новой силой', '<rhymeB>так</rhymeB> Неслась, как вихрь... «Дружней! вот так!..»']","['<rhymeA>унылый</rhymeA> И за́ сердце хватал напев унылый.', '<rhymeB>бурлак</rhymeB> Вдруг свист... и вскакивал бурлак:', '<rhymeA>силой</rhymeA> «Пой веселей!» И песня с новой силой', '<rhymeB>так</rhymeB> Неслась, как вихрь... «Дружней! вот так!..»']","['<rhymeA>1. унылый</rhymeA> И за́ сердце хватал напев унылый.', '<rhymeB>2. бурлак</rhymeB> Вдруг свист... и вскакивал бурлак:', '<rhymeA>3. силой</rhymeA> «Пой веселей!» И песня с новой силой', '<rhymeB>4. так</rhymeB> Неслась, как вихрь... «Дружней! вот так!..»']"
253,73318,"['Но вскоре я собрался с духом,', 'Собрал весь пыл безумных дум', 'И знал, что овладею слухом', 'Той, чей приветный взор угрюм;']",ABAB,20616,iambos,"Однако вскоре я собрался с духом, собрал весь пыл своих безумных мыслей и знал, что смогу завоевать внимание той, чей приветливый взор был угрюм.","['<rhymeA>духом</rhymeA> Но вскоре я собрался с духом,', '<rhymeB>дум</rhymeB> Собрал весь пыл безумных дум', '<rhymeA>слухом</rhymeA> И знал, что овладею слухом', '<rhymeB>угрюм</rhymeB> Той, чей приветный взор угрюм;']","['<rhymeA>духом</rhymeA> Но вскоре я собрался с духом,', '<rhymeB>дум</rhymeB> Собрал весь пыл безумных дум', '<rhymeA>слухом</rhymeA> И знал, что овладею слухом', '<rhymeB>угрюм</rhymeB> Той, чей приветный взор угрюм;']","['<rhymeA>1. духом</rhymeA> Но вскоре я собрался с духом,', '<rhymeB>2. дум</rhymeB> Собрал весь пыл безумных дум', '<rhymeA>3. слухом</rhymeA> И знал, что овладею слухом', '<rhymeB>4. угрюм</rhymeB> Той, чей приветный взор угрюм;']"
254,116495,"['«Эх, брат! навозу по колени...', 'За чем ты смотришь?» / -- «Всё дела!', 'Запущен, знамо, не от лени...', 'Кобыла, жаль, занемогла!»']",ABAB,30001,iambos,"Эх, брат, навозу по колени... А ты всё смотришь? — Да дела, знаешь ли, запущены, не от лени, конечно. Кобыла, жаль, занемогла.","['<rhymeA>лени</rhymeA> «Эх, брат! навозу по колени...', '<rhymeB>дела</rhymeB> За чем ты смотришь?» / -- «Всё дела!', '<rhymeA>лени</rhymeA> Запущен, знамо, не от лени...', '<rhymeB>могла</rhymeB> Кобыла, жаль, занемогла!»']","['<rhymeA>колени</rhymeA> «Эх, брат! навозу по колени...', '<rhymeB>дела</rhymeB> За чем ты смотришь?» / -- «Всё дела!', '<rhymeA>лени</rhymeA> Запущен, знамо, не от лени...', '<rhymeB>занемогла</rhymeB> Кобыла, жаль, занемогла!»']","['<rhymeA>1. колени</rhymeA> «Эх, брат! навозу по колени...', '<rhymeB>2. дела</rhymeB> За чем ты смотришь?» / -- «Всё дела!', '<rhymeA>3. лени</rhymeA> Запущен, знамо, не от лени...', '<rhymeB>4. занемогла</rhymeB> Кобыла, жаль, занемогла!»']"
255,112437,"['Кончилось тем, что угрюмый злодей,', 'Пьяный, обрызганный кровью,', 'Вдруг зарыдал -- перед первой своей,', 'Светлой и честной любовью.']",ABAB,29557,daktylos,"В конце концов, угрюмый злодей, пьяный и обрызганный кровью, неожиданно зарыдал перед своей первой, светлой и честной любовью.","['<rhymeA>злодей</rhymeA> Кончилось тем, что угрюмый злодей,', '<rhymeB>кровью</rhymeB> Пьяный, обрызганный кровью,', '<rhymeA>своей</rhymeA> Вдруг зарыдал -- перед первой своей,', '<rhymeB>бовью</rhymeB> Светлой и честной любовью.']","['<rhymeA>злодей</rhymeA> Кончилось тем, что угрюмый злодей,', '<rhymeB>кровью</rhymeB> Пьяный, обрызганный кровью,', '<rhymeA>своей</rhymeA> Вдруг зарыдал -- перед первой своей,', '<rhymeB>любовью</rhymeB> Светлой и честной любовью.']","['<rhymeA>1. злодей</rhymeA> Кончилось тем, что угрюмый злодей,', '<rhymeB>2. кровью</rhymeB> Пьяный, обрызганный кровью,', '<rhymeA>3. своей</rhymeA> Вдруг зарыдал -- перед первой своей,', '<rhymeB>4. любовью</rhymeB> Светлой и честной любовью.']"
256,114792,"['Нет места в темных сих лесах,', 'Где б не мечтался зрак мне милой.', 'Всечасно он в моих глазах,', 'Всегда живет в душе унылой.']",ABAB,29776,iambos,"В этих темных лесах нет такого места, где бы я не мечтал о милом мне образе. Он всегда перед моими глазами, всегда живет в моей унылой душе.","['<rhymeA>лесах</rhymeA> Нет места в темных сих лесах,', '<rhymeB>милой</rhymeB> Где б не мечтался зрак мне милой.', '<rhymeA>глазах</rhymeA> Всечасно он в моих глазах,', '<rhymeB>унылой</rhymeB> Всегда живет в душе унылой.']","['<rhymeA>лесах</rhymeA> Нет места в темных сих лесах,', '<rhymeB>милой</rhymeB> Где б не мечтался зрак мне милой.', '<rhymeA>глазах</rhymeA> Всечасно он в моих глазах,', '<rhymeB>унылой</rhymeB> Всегда живет в душе унылой.']","['<rhymeA>1. лесах</rhymeA> Нет места в темных сих лесах,', '<rhymeB>2. милой</rhymeB> Где б не мечтался зрак мне милой.', '<rhymeA>3. глазах</rhymeA> Всечасно он в моих глазах,', '<rhymeB>4. унылой</rhymeB> Всегда живет в душе унылой.']"
257,21343,"['Тогда тьмы рыб в древах висели,', 'Где черный вран кричал в гнезде,', 'И страшно буры львы ревели,', 'Носясь в незнаемой воде.']",ABAB,6420,iambos,"В те времена рыбы висели на деревьях, где черный ворон кричал в своем гнезде, а страшные львы с ревом носились в неизвестных водах.","['<rhymeA>сели</rhymeA> Тогда тьмы рыб в древах висели,', '<rhymeB>гнезде</rhymeB> Где черный вран кричал в гнезде,', '<rhymeA>вели</rhymeA> И страшно буры львы ревели,', '<rhymeB>воде</rhymeB> Носясь в незнаемой воде.']","['<rhymeA>висели</rhymeA> Тогда тьмы рыб в древах висели,', '<rhymeB>гнезде</rhymeB> Где черный вран кричал в гнезде,', '<rhymeA>ревели</rhymeA> И страшно буры львы ревели,', '<rhymeB>воде</rhymeB> Носясь в незнаемой воде.']","['<rhymeA>1. висели</rhymeA> Тогда тьмы рыб в древах висели,', '<rhymeB>2. гнезде</rhymeB> Где черный вран кричал в гнезде,', '<rhymeA>3. ревели</rhymeA> И страшно буры львы ревели,', '<rhymeB>4. воде</rhymeB> Носясь в незнаемой воде.']"
258,177736,"['Как сладостно твоим присутствием пленяться!', 'И как опасно мне словам твоим внимать!', 'Ах, поздно старику надеждой обольщаться,', 'Но поздно ль, не имев надежды, обожать?']",ABAB,44807,iambos,"Как сладостно мне наслаждаться твоим присутствием! И как опасно мне внимать твоим словам! Ах, поздно старику обольщаться надеждой, но поздно ли, не имея надежды, обожать?","['<rhymeA>няться</rhymeA> Как сладостно твоим присутствием пленяться!', '<rhymeB>внимать</rhymeB> И как опасно мне словам твоим внимать!', '<rhymeA>льщаться</rhymeA> Ах, поздно старику надеждой обольщаться,', '<rhymeB>обожать</rhymeB> Но поздно ль, не имев надежды, обожать?']","['<rhymeA>пленяться</rhymeA> Как сладостно твоим присутствием пленяться!', '<rhymeB>внимать</rhymeB> И как опасно мне словам твоим внимать!', '<rhymeA>обольщаться</rhymeA> Ах, поздно старику надеждой обольщаться,', '<rhymeB>обожать</rhymeB> Но поздно ль, не имев надежды, обожать?']","['<rhymeA>1. пленяться</rhymeA> Как сладостно твоим присутствием пленяться!', '<rhymeB>2. внимать</rhymeB> И как опасно мне словам твоим внимать!', '<rhymeA>3. обольщаться</rhymeA> Ах, поздно старику надеждой обольщаться,', '<rhymeB>4. обожать</rhymeB> Но поздно ль, не имев надежды, обожать?']"
259,123138,"['Но не в силах были благу', 'Ближних жертвовать собой;', 'Дух ваш гордость и отвагу --', 'Всё утратил пред бедой.']",ABAB,31512,choreios,"Однако они не могли жертвовать собой ради блага ближних; их дух, утративший гордость и отвагу, оказался бессильным перед лицом беды.","['<rhymeA>благу</rhymeA> Но не в силах были благу', '<rhymeB>собой</rhymeB> Ближних жертвовать собой;', '<rhymeA>вагу</rhymeA> Дух ваш гордость и отвагу --', '<rhymeB>бедой</rhymeB> Всё утратил пред бедой.']","['<rhymeA>благу</rhymeA> Но не в силах были благу', '<rhymeB>собой</rhymeB> Ближних жертвовать собой;', '<rhymeA>отвагу</rhymeA> Дух ваш гордость и отвагу --', '<rhymeB>бедой</rhymeB> Всё утратил пред бедой.']","['<rhymeA>1. благу</rhymeA> Но не в силах были благу', '<rhymeB>2. собой</rhymeB> Ближних жертвовать собой;', '<rhymeA>3. отвагу</rhymeA> Дух ваш гордость и отвагу --', '<rhymeB>4. бедой</rhymeB> Всё утратил пред бедой.']"
260,30444,"['И усыпляет моря шум атласный.', 'И кажется, что в мире жизни нет:', 'Есть только блеск, лазурь и воздух ясный,', 'Простор, молчание и свет.']",ABAB,9417,iambos,"Шум моря, словно атлас, убаюкивает, и кажется, что в мире не осталось жизни. Остались лишь блеск, лазурь, ясный воздух, простор, молчание и свет.","['<rhymeA>ласный</rhymeA> И усыпляет моря шум атласный.', '<rhymeB>нет</rhymeB> И кажется, что в мире жизни нет:', '<rhymeA>ясный</rhymeA> Есть только блеск, лазурь и воздух ясный,', '<rhymeB>свет</rhymeB> Простор, молчание и свет.']","['<rhymeA>атласный</rhymeA> И усыпляет моря шум атласный.', '<rhymeB>нет</rhymeB> И кажется, что в мире жизни нет:', '<rhymeA>ясный</rhymeA> Есть только блеск, лазурь и воздух ясный,', '<rhymeB>свет</rhymeB> Простор, молчание и свет.']","['<rhymeA>1. атласный</rhymeA> И усыпляет моря шум атласный.', '<rhymeB>2. нет</rhymeB> И кажется, что в мире жизни нет:', '<rhymeA>3. ясный</rhymeA> Есть только блеск, лазурь и воздух ясный,', '<rhymeB>4. свет</rhymeB> Простор, молчание и свет.']"
261,70462,"['И, искушенная в горниле,', 'Она воскреснет предо мной:', 'Ее подымет смертный бой;', 'Она возблещет в новой силе!»']",ABBA,19875,iambos,"И, пройдя через испытания, она возродится передо мной: смертельная схватка поднимет ее; она засияет с новой силой!","['<rhymeA>ниле</rhymeA> И, искушенная в горниле,', '<rhymeB>мной</rhymeB> Она воскреснет предо мной:', '<rhymeB>бой</rhymeB> Ее подымет смертный бой;', '<rhymeA>силе</rhymeA> Она возблещет в новой силе!»']","['<rhymeA>горниле</rhymeA> И, искушенная в горниле,', '<rhymeB>мной</rhymeB> Она воскреснет предо мной:', '<rhymeB>бой</rhymeB> Ее подымет смертный бой;', '<rhymeA>силе</rhymeA> Она возблещет в новой силе!»']","['<rhymeA>1. горниле</rhymeA> И, искушенная в горниле,', '<rhymeB>2. мной</rhymeB> Она воскреснет предо мной:', '<rhymeB>3. бой</rhymeB> Ее подымет смертный бой;', '<rhymeA>4. силе</rhymeA> Она возблещет в новой силе!»']"
262,173478,"['Мы смотрим осанку и рост,', 'Мы рубим столетние души,', 'Чтоб вытопить жарче и суше', 'Вселенную нашу до звезд!']",ABBA,43830,amphibrachys,"Мы оцениваем осанку и рост, мы отсекаем столетние души, чтобы вытопить жарче и суше нашу вселенную до самых звезд!","['<rhymeA>рост</rhymeA> Мы смотрим осанку и рост,', '<rhymeB>души</rhymeB> Мы рубим столетние души,', '<rhymeB>суше</rhymeB> Чтоб вытопить жарче и суше', '<rhymeA>звезд</rhymeA> Вселенную нашу до звезд!']","['<rhymeA>рост</rhymeA> Мы смотрим осанку и рост,', '<rhymeB>души</rhymeB> Мы рубим столетние души,', '<rhymeB>суше</rhymeB> Чтоб вытопить жарче и суше', '<rhymeA>звезд</rhymeA> Вселенную нашу до звезд!']","['<rhymeA>1. рост</rhymeA> Мы смотрим осанку и рост,', '<rhymeB>2. души</rhymeB> Мы рубим столетние души,', '<rhymeB>3. суше</rhymeB> Чтоб вытопить жарче и суше', '<rhymeA>4. звезд</rhymeA> Вселенную нашу до звезд!']"
263,125797,"['И голод, с детства друг,', 'Учитель и отец,', 'И он вступает в круг', 'Отчаянных сердец.']",ABAB,31861,iambos,"Голод, этот старый друг с детства, учитель и отец, входит в круг отчаянных сердец.","['<rhymeA>друг</rhymeA> И голод, с детства друг,', '<rhymeB>отец</rhymeB> Учитель и отец,', '<rhymeA>круг</rhymeA> И он вступает в круг', '<rhymeB>сердец</rhymeB> Отчаянных сердец.']","['<rhymeA>друг</rhymeA> И голод, с детства друг,', '<rhymeB>отец</rhymeB> Учитель и отец,', '<rhymeA>круг</rhymeA> И он вступает в круг', '<rhymeB>сердец</rhymeB> Отчаянных сердец.']","['<rhymeA>1. друг</rhymeA> И голод, с детства друг,', '<rhymeB>2. отец</rhymeB> Учитель и отец,', '<rhymeA>3. круг</rhymeA> И он вступает в круг', '<rhymeB>4. сердец</rhymeB> Отчаянных сердец.']"
264,40418,"['И ему сказал отец:', '«Ты, Гаврило, молодец!»', 'Стало в третий раз смеркаться,', 'Надо младшему сбираться;']",AABB,12427,choreios,"Отец сказал ему: ""Ты, Гаврило, молодец!"" Наступила пора смеркаться, и младшему пора собираться.","['<rhymeA>отец</rhymeA> И ему сказал отец:', '<rhymeA>лодец</rhymeA> «Ты, Гаврило, молодец!»', '<rhymeB>каться</rhymeB> Стало в третий раз смеркаться,', '<rhymeB>раться</rhymeB> Надо младшему сбираться;']","['<rhymeA>отец</rhymeA> И ему сказал отец:', '<rhymeA>молодец</rhymeA> «Ты, Гаврило, молодец!»', '<rhymeB>смеркаться</rhymeB> Стало в третий раз смеркаться,', '<rhymeB>сбираться</rhymeB> Надо младшему сбираться;']","['<rhymeA>1. отец</rhymeA> И ему сказал отец:', '<rhymeA>2. молодец</rhymeA> «Ты, Гаврило, молодец!»', '<rhymeB>3. смеркаться</rhymeB> Стало в третий раз смеркаться,', '<rhymeB>4. сбираться</rhymeB> Надо младшему сбираться;']"
265,114548,"['Чу! какой-то игрок крутонравный,', 'Проклиная несчастье, гремит.', 'Чу! наш друг, путешественник славный,', 'Монотонно и дерзко ворчит:']",ABAB,29747,anapaistos,"Слышите? Какой-то упрямый игрок, проклиная неудачу, громко возмущается. А вот и наш друг, известный путешественник, монотонно и дерзко ворчит.","['<rhymeA>нравный</rhymeA> Чу! какой-то игрок крутонравный,', '<rhymeB>гремит</rhymeB> Проклиная несчастье, гремит.', '<rhymeA>славный</rhymeA> Чу! наш друг, путешественник славный,', '<rhymeB>ворчит</rhymeB> Монотонно и дерзко ворчит:']","['<rhymeA>крутонравный</rhymeA> Чу! какой-то игрок крутонравный,', '<rhymeB>гремит</rhymeB> Проклиная несчастье, гремит.', '<rhymeA>славный</rhymeA> Чу! наш друг, путешественник славный,', '<rhymeB>ворчит</rhymeB> Монотонно и дерзко ворчит:']","['<rhymeA>1. крутонравный</rhymeA> Чу! какой-то игрок крутонравный,', '<rhymeB>2. гремит</rhymeB> Проклиная несчастье, гремит.', '<rhymeA>3. славный</rhymeA> Чу! наш друг, путешественник славный,', '<rhymeB>4. ворчит</rhymeB> Монотонно и дерзко ворчит:']"
266,136292,"['Но тщетно! роковой удел', 'Обрек в подданство их герою --', 'И скоро дед твой завладел', 'Обширной Севера страною.']",ABAB,34071,iambos,"Но тщетно! Судьба предрешила их участь, и вскоре твой предок подчинил себе всю обширную страну Севера.","['<rhymeA>удел</rhymeA> Но тщетно! роковой удел', '<rhymeB>герою</rhymeB> Обрек в подданство их герою --', '<rhymeA>владел</rhymeA> И скоро дед твой завладел', '<rhymeB>страною</rhymeB> Обширной Севера страною.']","['<rhymeA>удел</rhymeA> Но тщетно! роковой удел', '<rhymeB>герою</rhymeB> Обрек в подданство их герою --', '<rhymeA>завладел</rhymeA> И скоро дед твой завладел', '<rhymeB>страною</rhymeB> Обширной Севера страною.']","['<rhymeA>1. удел</rhymeA> Но тщетно! роковой удел', '<rhymeB>2. герою</rhymeB> Обрек в подданство их герою --', '<rhymeA>3. завладел</rhymeA> И скоро дед твой завладел', '<rhymeB>4. страною</rhymeB> Обширной Севера страною.']"
267,69889,"['Но милосердие царево', 'Изображающий символ,', 'Неувядающее древо', 'Склоняет ветви на престол;']",ABAB,19791,iambos,"Милосердие царское, символ его, неувядающее древо, склоняет свои ветви над престолом.","['<rhymeA>рево</rhymeA> Но милосердие царево', '<rhymeB>символ</rhymeB> Изображающий символ,', '<rhymeA>древо</rhymeA> Неувядающее древо', '<rhymeB>престол</rhymeB> Склоняет ветви на престол;']","['<rhymeA>царево</rhymeA> Но милосердие царево', '<rhymeB>символ</rhymeB> Изображающий символ,', '<rhymeA>древо</rhymeA> Неувядающее древо', '<rhymeB>престол</rhymeB> Склоняет ветви на престол;']","['<rhymeA>1. царево</rhymeA> Но милосердие царево', '<rhymeB>2. символ</rhymeB> Изображающий символ,', '<rhymeA>3. древо</rhymeA> Неувядающее древо', '<rhymeB>4. престол</rhymeB> Склоняет ветви на престол;']"
268,31761,"['Под обросший мхами свод,', 'К бездне, где с рожденья мира', 'С эхом гор поток ревет,', 'Приманил от стран эфира?']",ABAB,9957,choreios,"Под свод, обросший мхами, к бездне, где с эхом горный поток ревет с самого рождения мира, меня приманил кто-то из стран эфира.","['<rhymeA>свод</rhymeA> Под обросший мхами свод,', '<rhymeB>мира</rhymeB> К бездне, где с рожденья мира', '<rhymeA>ревет</rhymeA> С эхом гор поток ревет,', '<rhymeB>эфира</rhymeB> Приманил от стран эфира?']","['<rhymeA>свод</rhymeA> Под обросший мхами свод,', '<rhymeB>мира</rhymeB> К бездне, где с рожденья мира', '<rhymeA>ревет</rhymeA> С эхом гор поток ревет,', '<rhymeB>эфира</rhymeB> Приманил от стран эфира?']","['<rhymeA>1. свод</rhymeA> Под обросший мхами свод,', '<rhymeB>2. мира</rhymeB> К бездне, где с рожденья мира', '<rhymeA>3. ревет</rhymeA> С эхом гор поток ревет,', '<rhymeB>4. эфира</rhymeB> Приманил от стран эфира?']"
269,157390,"['Пред ним его копье булатное сверкает;', 'Но дума черная в очах его блуждает;', 'Но томных месяца лучей', 'Чело высокое бледней.']",AABB,39703,iambos,"Перед ним его копье из булата сверкает, но в глазах его блуждает мрачная мысль. Бледнее становится его высокое чело под томными лучами месяца.","['<rhymeA>кает</rhymeA> Пред ним его копье булатное сверкает;', '<rhymeA>ждает</rhymeA> Но дума черная в очах его блуждает;', '<rhymeB>лучей</rhymeB> Но томных месяца лучей', '<rhymeB>бледней</rhymeB> Чело высокое бледней.']","['<rhymeA>сверкает</rhymeA> Пред ним его копье булатное сверкает;', '<rhymeA>блуждает</rhymeA> Но дума черная в очах его блуждает;', '<rhymeB>лучей</rhymeB> Но томных месяца лучей', '<rhymeB>бледней</rhymeB> Чело высокое бледней.']","['<rhymeA>1. сверкает</rhymeA> Пред ним его копье булатное сверкает;', '<rhymeA>2. блуждает</rhymeA> Но дума черная в очах его блуждает;', '<rhymeB>3. лучей</rhymeB> Но томных месяца лучей', '<rhymeB>4. бледней</rhymeB> Чело высокое бледней.']"
270,18954,"['Только чувствовать, верить, узрев,', 'Но сказать -- не услышишь ответа...', 'Точно песня, весь мир облетев,', 'Возвратилась, ничем не согрета.']",ABAB,5539,anapaistos,"Чувствовать и верить, увидев, но сказать — и не услышишь ответа... Словно песня, облетев весь мир, возвращается, ничем не согретая.","['<rhymeA>узрев</rhymeA> Только чувствовать, верить, узрев,', '<rhymeB>вета</rhymeB> Но сказать -- не услышишь ответа...', '<rhymeA>летев</rhymeA> Точно песня, весь мир облетев,', '<rhymeB>грета</rhymeB> Возвратилась, ничем не согрета.']","['<rhymeA>узрев</rhymeA> Только чувствовать, верить, узрев,', '<rhymeB>ответа</rhymeB> Но сказать -- не услышишь ответа...', '<rhymeA>облетев</rhymeA> Точно песня, весь мир облетев,', '<rhymeB>согрета</rhymeB> Возвратилась, ничем не согрета.']","['<rhymeA>1. узрев</rhymeA> Только чувствовать, верить, узрев,', '<rhymeB>2. ответа</rhymeB> Но сказать -- не услышишь ответа...', '<rhymeA>3. облетев</rhymeA> Точно песня, весь мир облетев,', '<rhymeB>4. согрета</rhymeB> Возвратилась, ничем не согрета.']"
271,71979,"['Чистилища вечерняя прохлада', 'в твоих тенях суровых разлита,', 'но сочетают окна все цвета', 'нетленного Христова вертограда.']",ABBA,20071,iambos,"Вечерняя прохлада чистилища разлита в твоих суровых тенях, но окна, сочетая все цвета, отражают нетленный Христов вертоград.","['<rhymeA>хлада</rhymeA> Чистилища вечерняя прохлада', '<rhymeB>лита</rhymeB> в твоих тенях суровых разлита,', '<rhymeB>цвета</rhymeB> но сочетают окна все цвета', '<rhymeA>града</rhymeA> нетленного Христова вертограда.']","['<rhymeA>прохлада</rhymeA> Чистилища вечерняя прохлада', '<rhymeB>разлита</rhymeB> в твоих тенях суровых разлита,', '<rhymeB>цвета</rhymeB> но сочетают окна все цвета', '<rhymeA>вертограда</rhymeA> нетленного Христова вертограда.']","['<rhymeA>1. прохлада</rhymeA> Чистилища вечерняя прохлада', '<rhymeB>2. разлита</rhymeB> в твоих тенях суровых разлита,', '<rhymeB>3. цвета</rhymeB> но сочетают окна все цвета', '<rhymeA>4. вертограда</rhymeA> нетленного Христова вертограда.']"
272,91187,"['Противу прать меня весь род их перестанет,', 'Как купно воевать со мной кулак твой станет.', 'Польются не ручьи здесь пива, но моря».', 'Вещает тако Вакх, отмщением горя.']",AABB,24846,iambos,"Весь род их восстанет против меня, и твой кулак будет бороться со мной. Здесь не ручьи пива потекут, а целые моря». Так вещает Вакх, полный мщения.","['<rhymeA>станет</rhymeA> Противу прать меня весь род их перестанет,', '<rhymeA>станет</rhymeA> Как купно воевать со мной кулак твой станет.', '<rhymeB>моря</rhymeB> Польются не ручьи здесь пива, но моря».', '<rhymeB>горя</rhymeB> Вещает тако Вакх, отмщением горя.']","['<rhymeA>перестанет</rhymeA> Противу прать меня весь род их перестанет,', '<rhymeA>станет</rhymeA> Как купно воевать со мной кулак твой станет.', '<rhymeB>моря</rhymeB> Польются не ручьи здесь пива, но моря».', '<rhymeB>горя</rhymeB> Вещает тако Вакх, отмщением горя.']","['<rhymeA>1. перестанет</rhymeA> Противу прать меня весь род их перестанет,', '<rhymeA>2. станет</rhymeA> Как купно воевать со мной кулак твой станет.', '<rhymeB>3. моря</rhymeB> Польются не ручьи здесь пива, но моря».', '<rhymeB>4. горя</rhymeB> Вещает тако Вакх, отмщением горя.']"
273,3960,"['Почему же глаза твои настежь открыты,', 'А всмотреться не могут в посмертную тьму?', 'Почему на земле мертвецы не зарыты,', 'Не отпеты? Скажи, почему, почему?']",ABAB,1760,anapaistos,"Почему твои глаза широко распахнуты, но не могут проникнуть в посмертную тьму? Почему на земле мертвецы не преданы земле, не отпеты? Скажи, почему, почему?","['<rhymeA>крыты</rhymeA> Почему же глаза твои настежь открыты,', '<rhymeB>тьму</rhymeB> А всмотреться не могут в посмертную тьму?', '<rhymeA>рыты</rhymeA> Почему на земле мертвецы не зарыты,', '<rhymeB>чему</rhymeB> Не отпеты? Скажи, почему, почему?']","['<rhymeA>открыты</rhymeA> Почему же глаза твои настежь открыты,', '<rhymeB>тьму</rhymeB> А всмотреться не могут в посмертную тьму?', '<rhymeA>зарыты</rhymeA> Почему на земле мертвецы не зарыты,', '<rhymeB>почему</rhymeB> Не отпеты? Скажи, почему, почему?']","['<rhymeA>1. открыты</rhymeA> Почему же глаза твои настежь открыты,', '<rhymeB>2. тьму</rhymeB> А всмотреться не могут в посмертную тьму?', '<rhymeA>3. зарыты</rhymeA> Почему на земле мертвецы не зарыты,', '<rhymeB>4. почему</rhymeB> Не отпеты? Скажи, почему, почему?']"
274,42007,"['Коль твою он видит душку,', 'Ворот вскрыт -- и тих твой сон:', 'Тихо справа на подушку,', 'Улыбаясь, сядет он;']",ABAB,12730,choreios,"Когда он видит твою душу, ворот вскрыт, и твой сон становится тихим. Тихо, справа на подушку, с улыбкой он садится.","['<rhymeA>душку</rhymeA> Коль твою он видит душку,', '<rhymeB>сон</rhymeB> Ворот вскрыт -- и тих твой сон:', '<rhymeA>душку</rhymeA> Тихо справа на подушку,', '<rhymeB>он</rhymeB> Улыбаясь, сядет он;']","['<rhymeA>душку</rhymeA> Коль твою он видит душку,', '<rhymeB>сон</rhymeB> Ворот вскрыт -- и тих твой сон:', '<rhymeA>подушку</rhymeA> Тихо справа на подушку,', '<rhymeB>он</rhymeB> Улыбаясь, сядет он;']","['<rhymeA>1. душку</rhymeA> Коль твою он видит душку,', '<rhymeB>2. сон</rhymeB> Ворот вскрыт -- и тих твой сон:', '<rhymeA>3. подушку</rhymeA> Тихо справа на подушку,', '<rhymeB>4. он</rhymeB> Улыбаясь, сядет он;']"
275,31377,"['Друг твой в поле появится,', 'Еще саблею блеснет,', 'Или в лаврах возвратится,', 'Иль на лаврах мертв падет!..']",ABAB,9800,choreios,"Твой друг появится в поле, и его сабля еще блеснет. Либо он вернется в лаврах, либо падет мертвым на лаврах.","['<rhymeA>явится</rhymeA> Друг твой в поле появится,', '<rhymeB>блеснет</rhymeB> Еще саблею блеснет,', '<rhymeA>тится</rhymeA> Или в лаврах возвратится,', '<rhymeB>падет</rhymeB> Иль на лаврах мертв падет!..']","['<rhymeA>появится</rhymeA> Друг твой в поле появится,', '<rhymeB>блеснет</rhymeB> Еще саблею блеснет,', '<rhymeA>возвратится</rhymeA> Или в лаврах возвратится,', '<rhymeB>падет</rhymeB> Иль на лаврах мертв падет!..']","['<rhymeA>1. появится</rhymeA> Друг твой в поле появится,', '<rhymeB>2. блеснет</rhymeB> Еще саблею блеснет,', '<rhymeA>3. возвратится</rhymeA> Или в лаврах возвратится,', '<rhymeB>4. падет</rhymeB> Иль на лаврах мертв падет!..']"
