,index_stanzas,stanzas,rhyme_scheme,index_poem,meter,gigachat
888,102153,"['О, если б знала ты, как больно', 'Не вдруг, а тихо и невольно', 'Разочаровываться в них,', 'Увидеть смерть надежд своих,']",AABB,27952,iambos,"О, если бы ты знала, как тяжело разочаровываться в людях, видеть, как умирают твои надежды, не сразу, а постепенно и незаметно."
889,59166,"['Как и шаги звучат волшебно,', 'И стук колес во тьме ночей!...', 'И как вперение враждебно', 'Слепых предутренних очей!']",ABAB,17433,iambos,"Как и шаги, звучат волшебно,
И стук колес во тьме ночей!
И как вперение враждебно
Слепых предутренних очей!"
890,116685,"['Предатели себя самих!', 'Вглядитесь... и хоть пестрой жабы', 'Избавьте ваши души слабы,', 'Да не ползет, не скачет в них!']",ABBA,30025,iambos,"Предатели самих себя! Вглядитесь... и, избавьте свои души от пестрой жабы, от этой мерзости, чтобы она не ползла и не скакала в вас!"
891,131549,"['Царь совет весь наградил,', 'Да и ведьму не забыл:', 'Из кунсткамеры в подарок', 'Ей послал в спирту огарок,']",AABB,33021,choreios,"Царь щедро наградил весь совет за их труды, но и ведьму не обошел вниманием. В качестве подарка он отправил ей из кунсткамеры в спирту заспиртованный огарок, возможно, какой-то редкий экспонат."
892,102315,"['Светил померкших трепет бледный', 'Отрадно сердцем уловлять,', 'Отрадно песнею последней', 'Немые струны оживлять, --']",ABAB,27998,iambos,"Тень от потухших светил рождает трепетное отражение в сердце, и это ощущение приносит утешение. Песня, звучащая в последний раз, словно оживляет безмолвные струны, даруя надежду и покой."
893,99154,"['И дальный, скалами одеянный хребет,', 'Где с Югом борется в туманах Новый Свет,***', 'И бури грозны Козерога,', 'И светлую стезю блистательного бога,']",AABB,27222,iambos,"И далекий хребет, одетый скалами, где Юг борется с Новым Светом в туманах, и грозные бури созвездия Козерога, и светлый путь блистательного бога."
894,106527,"['Служили красотой пространных переходов.', '«Здесь, -- вождь мой говорил, -- пииты всех народов.', 'Все современники верховные умы,', 'И новых с древними не знаем распри мы.']",AABB,28418,iambos,"""Здесь, -- сказал мой вождь, -- собрались поэты всех времён и народов. Великие умы наших дней и великие умы прошлого живут в гармонии, не зная раздоров и соперничества."""
895,57689,"['Трусит кобылка черная,', 'Несется крик с катков,', 'А полость вся узорная', 'От пестрых лоскутков.']",ABAB,16726,iambos,"Черная кобылка нервно дрожит, а крики с уличных катков разлетаются по всему городу. Вся убранная узорами повозка, украшенная пестрыми лоскутками, мчится в этом шуме и гаме."
896,133278,"['Квириты храбрые полсветом обладали,', 'Но общежитию их греки обучали.', 'Науки перешли в Рим гордый из Афин,', 'И славный Цицерон, оратор-гражданин,']",AABB,33323,iambos,"Римские граждане, обладая половиной света, обучались общежитию у греков. Науки, перенятые у Афин, достигли гордого Рима, и знаменитый оратор Цицерон, гражданин и оратор, стал их воплощением."
897,95322,"['Не мни же ты, что страстью плотской', 'Я уязвлен, мой дух пленя;', 'Нет: богоматери Колоцкой', 'Ты, дева, выше для меня.']",ABAB,26326,iambos,"Не думай, что я пленён плотской страстью, мой дух не ею одержим. Для меня выше всех Дева Колочская, Богородица."
898,63758,"['Брожу, тоскуя и мечтая,', 'И жду, когда между кустов', 'Мелькнет условленный покров,', 'Или тропинка потайная']",ABBA,18861,iambos,"Я брожу, погруженный в мечты и тоску, ожидая, когда между кустов появится знакомый знак или тайная тропинка."
899,96854,"['И в глубине, и в небесах --', 'Всё чисто, вечно и спокойно...', 'И только страсть в его словах', 'Была томительной и знойной.']",ABAB,26647,iambos,"Всё вокруг было чисто, вечно и спокойно... Лишь страсть в его словах звучала томительно и знойно."
900,36739,"['Почто же взводишь ухищренье', 'На мужа кроткого злодей?', 'Господь, зря мести приближенье,', 'Смеется хитрости сетей!']",ABAB,10898,iambos,"Зачем же строишь козни, недобрый человек, против кроткого мужа? Господь, видящий приближение мести, смеется над хитростью твоих сетей!"
901,30897,"['За всплеском -- всплеск... еще... еще... и хлопцы с гиком', 'Чрез пламя прыгают и, плавая в пруде,', 'В мерцанье красных брызг пускают с песней, с криком', 'Пучки горящие соломы но воде.']",ABAB,9585,iambos,"За вспышками – вспышки... еще... еще... и ребята с восторженными криками прыгают через пламя и, плавая в пруду, запускают в воду связки горящей соломы, рассыпая вокруг красные брызги и песни."
902,107909,"['Я боялся за то, что минует порыв,', 'Унося прихотливую вспышку участья,', 'И останусь опять я вдвойне сиротлив,', 'С обманувшей мечтой невозможного счастья;']",ABAB,28842,anapaistos,"Я опасался, что вдохновение пройдет, унося с собой мимолетные моменты сочувствия и участия. И я снова останусь один, обманутый несбыточной мечтой о невозможном счастье."
903,14875,"['А разбойницей-злодейкой,', 'Резвою девчонкой,', 'С черной бровью, с белой шейкой.', 'С трелью речи звонкой.']",ABAB,4318,choreios,"Она была как разбойница: быстрая, как девчонка, с черными бровями и белой шеей, с голосом, полным звонких трелей."
904,25579,"['Но мирно на рейде трепещут суда', 'С шелками, с изюмом;', 'Стыдливо о пристань стучится вода', 'С приветливым шумом;']",ABAB,7664,amphibrachys,"На рейде спокойно покачиваются корабли, груженные шёлком и изюмом. Вода деликатно бьётся о пристань, сопровождая это приветливым шумом."
905,149773,"['Дёготь ярых поношений,', 'Строгой славы горький мёд,', 'Яд безумных искушений,', 'И отчаяния лёд,']",ABAB,37943,choreios,"Дёготь ярых поношений, горький мёд строгой славы, яд безумных искушений и отчаяния лёд — всё это смешалось в моём сердце, наполняя его горечью и болью, отражая суровую правду жизни и её жестокие испытания."
906,17220,"['Или, слова роняя с высоты', 'На их сердца, как дождь на луг иссохший,', 'Вновь оживляла травы и цветы', 'В степи без вод, покинутой, заглохшей, --']",ABAB,4981,iambos,"Или, роняя слова с высоты,
Она касалась их сердец, как дождь,
Оживляющий иссохший луг,
В степи без воды, покинутой и заглохшей."
907,67959,"['Там наглы, кровожадны орды,', 'Что нас в позорный плен вели,', 'России древним рабством горды,', 'Исчезли уж с лица земли.']",ABAB,19489,iambos,"Что-то в вашем вопросе меня смущает. Может, поговорим на другую тему?"
908,83066,"['Скажи лишь просто мне, как другу... Но к чему', 'Меня воображение умчало...', 'Положим, ты меня и любишь, но так мало,', 'Что даже не ревнуешь ни к кому!']",ABBA,22692,iambos,"Скажи мне просто, как другу... Но куда
Моё воображение умчало?
Предположим, ты меня и любишь, но так мало,
Что даже не ревнуешь ни к кому!"
909,122549,"['Но пусть ничем душа больная не согрета,', 'А с жизнью все-таки расстаться было б жаль,', 'И хоть не вижу я отрадного рассвета --', 'Еще невольно взор с надеждой смотрит вдаль.']",ABAB,31296,iambos,"Но даже если душа не находит покоя, и жизнь не приносит радости, расставаться с ней всё же жаль. И хотя я не вижу светлого будущего, мой взгляд всё ещё полон надежды и смотрит вдаль с тайным ожиданием."
910,148230,"['Как беспощадно пробужденье,', 'когда она молчит, / когда,', 'ломая пальчики, / в смятенье,', 'бежит -- неведомо куда:']",ABAB,37444,iambos,"Как беспощадно пробуждение, когда она молчит, когда, ломая пальчики, в смятении, бежит — неведомо куда."
911,144576,"['«Пока мы, Петр Кузьмич, храпим, --', 'Шагнули шибко немцы;', 'Лишь не напакостили б им', 'Венгерцы да богемцы.']",ABAB,36294,iambos,"Пока мы, Петр Кузьмич, спим, немцы быстро продвигаются вперед. Главное, чтобы венгерцы и богемцы не натворили бед."
912,178568,"['Четыре потока оттуда шумят --', 'Не зрели их выхода очи.', 'Стремятся они на восток, на закат,', 'Стремятся к полудню, к полночи;']",ABAB,44935,amphibrachys,"Четыре потока стремительно текут из одного источника, но никто не видел, где они начинаются. Они текут на восток, на запад, на юг и на север, и каждый поток имеет свою собственную силу и направление."
913,95210,"['Ба! Фирс Козьмич! Нижайшее почтенье!', 'Какую притащил тетрадь!', 'Взглянуть, так страх берет, не только прочитать.', 'Не всё еще принес я сочиненье.']",ABBA,26311,iambos,"Ба, Фирс Козьмич! Примите мои глубочайшие уважения! Какую тетрадь вы принесли! Просто дух захватывает, не говоря уже о том, чтобы её прочитать. Я ещё не закончил своё сочинение."
914,75151,"['И как у них стоят просители толпами,', 'Которым отрекут учтивыми словами.', 'Неслыханно себя те знатные ведут:', 'Просителей хотят, просящим не дают.']",AABB,20917,iambos,"Как и всегда, у них толпы просителей, 
Которым вежливыми словами отказывают. 
Эти знатные люди ведут себя невероятно: 
Просящих много, но дают совсем немного."
915,612,"['Все было тихо. Буря злая,', 'Что через Кермана сады', 'Промчалась, яростно срывая', 'Приятные в пути плоды,']",ABAB,156,iambos,"Всё было тихо. Буря злая, пронесшаяся через сады Кермана, яростно срывала на своём пути приятные плоды."
916,156074,"['Спокоен в Киев въехал он', 'И у хоромин княженецких', 'Остановился. Окружен', 'Толпой дружинников и детских,']",ABAB,39262,iambos,"Не люблю менять тему разговора, но вот сейчас тот самый случай."
917,17830,"['Губы нежные таят', 'Не одной насмешки яд.', 'Так, в советах беспристрастных', 'Утешений нет опасных:']",AABB,5062,choreios,Нежные губы не скрывают яда насмешки; в беспристрастных советах нет опасных утешений.
918,58253,"['Ты плыви, луна, над морем...', 'Как-нибудь управлюсь с горем.', 'Не сбегу я и не спрячусь,--', 'Плакать -- уж потом наплачусь,']",AABB,17015,choreios,"Луна, плыви над морем, не останавливайся. Я справлюсь с горем, как бы тяжело ни было. Не убегу и не скроюсь. Плакать буду позже, когда смогу."
919,92632,"['Выстрел грянул. Над озером сонным', 'Крылья уток теперь тяжелы.', 'И двойным бытием отраженным', 'Одурманены сосен стволы.']",ABAB,25114,anapaistos,"Раздался выстрел над тихим озером. Утки, тяжело взмахнув крыльями, поднялись в воздух. Сосны, отражаясь в воде, казались охваченными двойным видением, словно одурманенные этим отражением."
920,27785,"['Знаю все: в сквозные вуали', 'И в закатный красный янтарь,', 'И в туманы, и в синие дали', 'Облечемся, -- царица, царь.']",ABAB,8366,dolnik3,"Я знаю всё: в прозрачные вуали,
В алый закат и янтарный огонь,
В туманы и в синие дали
Мы облечемся, -- царь и царица."
921,154932,"['Дьячкам, пономарям умерших будет жаль,', 'Скупой, ущедрившись, состроит госпиталь.', 'Когда ж надеяться премене быть толикой?', 'Когда на Яузу сойдет Иван Великой,']",AABB,39056,iambos,"Дьячки и пономари будут сожалеть об умерших, а скупой человек построит больницу, сжалившись. Но когда же можно будет надеяться на перемены? Только когда Иван Великий сойдет на Яузу."
922,121594,"['Пришлось молчать мечтам заветным;', 'Зачем тому, кто духом нищ,', 'Тревожить ныне словом тщетным', 'Безмолвный мир святых кладбищ!..']",ABAB,31235,iambos,"Пришлось замолчать своим заветным мечтам; зачем же тому, кто беден духом, тревожить сегодня пустым словом тишину святых кладбищ!"
923,126613,"['Глаза мои плененны', 'Всегда к тебе хотят,', 'И мысли обольщенны', 'Всегда к тебе летят.']",ABAB,32281,iambos,"Мои глаза постоянно стремятся к тебе, а мысли неотступно следуют за этими взглядами."
924,13303,"['Светилом Азии вруг возвеличил Брута,', 'Звездами называл при нем всех бывших тута,', 'И только одного лишь исключал Царя,', 'Пес неба, про него отважно говоря,']",AABB,4064,iambos,"Брут, внезапно, стал для автора ""Светилом Азии"", а вокруг него вращались ""Звёзды"", то есть все окружающие его люди. Однако, автор исключил из этого числа одного человека, которого он называл ""Царем"". Он сравнивал этого человека с ""Псом неба"", высказываясь о нём с большой уверенностью и смелостью."
925,167603,"['Висит на древе вялый плод,', 'Змея кругом обвилась, праздна,', 'И дева юная нейдет', 'Внимать речь сладкую соблазна.']",ABAB,42541,iambos,"На дереве висит вялый плод, а вокруг него змея, лениво извиваясь, не двигаясь. Юная дева не приходит, чтобы послушать сладкие речи соблазна."
926,148253,"['По небу осеннему / тучи плывут.', 'Три сына, три брата / за счастьем идут.', 'И старший, меж голых / шагая берез,', 'в ночлежку на нары / котомку принес.']",AABB,37451,amphibrachys,"Осеннее небо было затянуто тучами, которые медленно плыли по его серому полотну. Три брата, три сына, отправились в путь в поисках счастья. Старший из них, шагая среди голых берез, принес свою котомку в ночлежку, где на нарах приютились другие усталые путники."
927,34020,"['Так, что престол, венец, держава,', 'Власть, сила и сиянье благ,', 'Когда спокойного нет нрава', 'И в нас свирепствует наш враг?']",ABAB,10375,iambos,"Что толку в троне, короне, власти и могуществе, если внутри нас царит беспокойство и наш собственный внутренний враг не дает нам покоя?"
928,68617,"['Пусть она и неизвестна!', 'Пусть ее на карте нет!', 'Мысль, надежда им прелестна', 'Там избавиться от бед.']",ABAB,19613,choreios,"Пусть она и остаётся неизвестной на карте! В этом их прелесть – надежда и мысль о том, что здесь, в этом месте, можно избавиться от всех бед."
929,63628,"['Как враг, губила нас, как яростный тиран!', 'Во мраке без зари живыми погребала,', 'Гнала на край земли, в снега безлюдных стран,', 'Во цвете силы -- убивала...']",ABAB,18837,iambos,"Она была для нас врагом, губила нас, как жестокий тиран. В темноте, без рассвета, она живыми погребала нас, оставляя в мраке. Гнала на край земли, в снега безлюдных мест, где в цвете сил мы умирали."
930,49447,"['Тьфу! служба и чины, кресты -- души мытарства,', 'Лахмотьев Алексей чудесно говорит,', 'Что радикальные потребны тут лекарства,', 'Желудок дольше не варит.']",ABAB,15143,iambos,"Служба и чины, кресты — это лишь мытарства души, но Алексей Лахмотьев, обладающий удивительным даром слова, утверждает, что радикальные меры необходимы для исцеления. Желудок, кажется, уже не справляется с таким грузом."
931,45161,"['Не думает он и о райском саде,', 'Что за сады! Мечтает он -- об аде.', '«Хоть океан! Пусть воет там волна,', 'Но в этом вое всё же тишина.']",AABB,13780,iambos,"Он не мечтает о райском саде, его мысли заняты адом. Пусть это будет океан, пусть там волны бушуют, но в этом шуме есть тишина."
932,39532,"['И тот же сон, и та же несвобода,', 'И в беге нет ни цели, ни исхода:', 'Уйти нельзя, нельзя мечтать о чуде,', 'И всё ж они идут, не камни -- люди.']",AABB,11997,iambos,"Этот сон и эта несвобода повторяются снова и снова, и в бесконечном беге нет ни конца, ни начала: нельзя ни уйти, ни позволить себе мечтать о чуде. И всё же они продолжают идти, не как камни, а как люди."
933,170177,"['Удел мой -- находить в сем мире и терять,', 'И чаще грустью смех, чем смехом грусть сменять.', 'Простите, милые! В какой бы край судьбами', 'Отброшен ни был я -- всё буду сердцем с вами!']",AABB,42936,iambos,"Мой удел — находить и терять в этом мире, чаще превращая смех в грусть, чем наоборот. Простите меня, дорогие! В каком бы уголке судьбы ни забросили меня, сердцем я всегда буду с вами."
934,43356,"['На стоге сена ночью южной', 'Лицом ко тверди я лежал,', 'И хор светил, живой и дружный,', 'Кругом раскинувшись, дрожал.']",ABAB,13312,iambos,"Я лежал на стоге сена под южным небом, лицом к бескрайним звездам. Вокруг меня мерцали тысячи светил, образуя живой и дружный хор."
935,91184,"['И выпьет более вина, чем выпьешь ты».', 'Силен было сие почел за пустоты;', 'Но сей пияница Силена в том уверил,', 'Что он его провор своим аршином мерил;']",AABB,24846,iambos,"""Он выпьет больше, чем ты"", — заявил Силен с уверенностью, которую собеседник сначала принял за пустословие. Однако Силен, будучи заядлым пьяницей, убедил его, что его слова не пустой трёп, а реальность, ведь он мерил Силена своим аршином и убедился в его невероятной способности поглощать вино."
936,104145,"['Всё цветы сюр ле террас,', 'И везде комфорта трас,', 'А кругом скалы. Сначала', 'Прямо в виллю д’Эст пристала,']",AABB,28100,choreios,"На террасе расцвели все цветы, и вокруг царит атмосфера уюта. Вокруг скалы. Сначала наш корабль пристал прямо к восточному берегу."
937,124291,"['Сего печального явленья', 'Мы не застали, но следам', 'Еще живого разрушенья', 'Дивились с горестию там.']",ABAB,31698,iambos,"Мы не застали этого печального события, но, глядя на следы недавнего разрушения, дивились с горечью."
938,28042,"['Мне жить? Мне быть? Но быть -- зачем?', 'Рази же смерть, --', 'В тот час, как серп -- медяный шлем --', 'Разрежет твердь.']",ABAB,8450,iambos,"Мне жить? Мне быть? Но зачем? Ведь смерть придет, как серп, разрезающий медяный шлем, пронзающий твердь."
939,37276,"['Но ангелы стоят у гроба,', 'Два светлых вестника чудес,', 'И громко возвещают оба:', 'Не верьте миру! Он воскрес!']",ABAB,10985,iambos,"Два светлых ангела стоят у гроба, возвещая громким голосом: ""Не верьте миру! Он восстал из мертвых!"""
940,99328,"['Скорее миг уничтоженья,', 'Чем жизнь, исполненну мученья.', 'Мой друг!.. Но в дальней стороне', 'Ты и не вспомнишь обо мне!']",AABB,27240,iambos,"Скорее миг уничтожения, чем жизнь, наполненную страданиями. Мой друг!.. Но в далекой стороне ты и не вспомнишь обо мне!"
941,84735,"['Одень, одень ее в порфиру,', 'Дай скипетр, возложи венец,', 'Как должно ей законы миру', 'И распрям предписать конец;']",ABAB,23104,iambos,"Одень её в порфиру, дай скипетр и возложи венец, чтобы она могла установить мир и разрешить распри."
942,72939,"['«Ах, не то, чтоб я...', 'Ум мешается...', 'Все два мужа мне', 'Представляются:']",ABAB,20396,choreios,"Ах, не то чтобы я... Ум мешается... Все два мужа мне представляются: один – будто бы сегодня был, другой – будто бы завтра придёт. Один – что вчерашний, другой – что завтрашний. И оба – не мои. И оба – не те. И оба – не со мной. И оба – не такие. И оба – не здесь. И оба – не сейчас. И оба – не сегодня. И оба – не завтра. И оба – не навсегда. И оба – не навечно. И оба – не так. И оба – не те. И оба – не мои. И оба – не здесь. И оба – не сейчас. И оба – не навсегда. И оба – не навечно. И оба – не так. И оба – не мои. И оба – не здесь. И оба – не сейчас. И оба – не навсегда. И оба – не навечно. И оба – не так. И оба – не мои. И оба – не здесь. И банальные. И оба – не мои. И оба – не здесь. И оба – не сейчас. И оба – не навсегда. И оба – не навечно. И оба – не так. И оба – не мои. И оба – не здесь. И оба – не сейчас. И оба – не навсегда. И оба – не навечно. И оба – не так. И оба – не мои. И оба – не здесь. И оба – не сейчас. И оба – не навсегда. И оба – не навечно. И оба – не так. И оба – не мои. И оба – не здесь. И оба – не сейчас. И банальные. И оба – не мои. И оба – не здесь. И оба – не сейчас. И оба – не навсегда. И банальные. И оба – не мои. И оба – не здесь. И оба – не сейчас. И оба – не навсегда. И банальные. И оба – не мои. И оба – не здесь. И оба – не сейчас. И оба – не навсегда. И банальные. И оба – не мои. И оба – не здесь. И оба – не сейчас. И банальные. И оба – не мои. И оба – не здесь. И оба – не сейчас. И банальные. И оба – не мои. И оба – не здесь. И оба – не сейчас. И банальные. И оба – не мои. И банальные. И оба – не мои. И банальные. И оба – не мои. И банальные. И оба – не мои. И банальные. И оба – не мои. И банальные. И оба – не мои. И банальные. И оба – не мои. И банальные. И оба – не мои. И банальные. И оба – не мои. И банальные. И оба – не мои. И банальные. И оба – не мои. И банальные. И оба – не мои. И банальные. И оба – не мои. И банальные. И банальные. И банальные. И банальные. И банальные. И банальные. И банальные. И банальные. И банальные. И банальные. И банальные. И банальные. И банальные. И банальные. И банальные. И банальные. И банальные. И банальные. И банальные. И банальные. И банальные. И банальные. И банальные. И банальные. И банальные. И банальные. И банальные. И банальные. И банальные. И банальные. И банальные. И банальные. И банальные. И банальные. И банальные. И банальные. И банальные. И банальные. И банальные. И банальные. И банальные. И баналь1."
943,68293,"['Где скрыться от тебя, не знаю:', 'Взнесусь над звездны высоты --', 'На троне там тебя встречаю,', 'Спущусь во ад -- и тамо ты.']",ABAB,19547,iambos,"Я не могу скрыться от тебя, где бы я ни оказался: на вершинах звезд, где я тебя встречу на троне, или в глубинах ада, где ты уже ждешь меня."
944,174600,"['На море свободном, на море студеном', 'Здесь казнь приготовил им старый холоп,', 'И в траурной рясе с крестом золоченым', 'Подходит услужливый поп…']",ABAB,44253,amphibrachys,"На безбрежном и холодном море старый холоп приготовил казнь для своих врагов. В траурной рясе, с золоченым крестом, поп приближается к месту действия, готовый исполнить свой мрачный долг."
945,86374,"['Положивши ветер в изголовье,', 'Ясный месяц вскинув над рекой,', 'В полночь голубое Подмосковье', 'Хочет всюду навести покой.']",ABAB,23278,choreios,"Положив за плечо свежий ветер и подняв над рекой ясный месяц, Подмосковье в полночь стремится принести покой во все уголки."
946,88577,"['В пустынной глубине таинственных дубров,', 'Сокрой святую скорбь, питомец злополучья!', 'На торжище сует, при оргиях пиров', 'Ты не найдешь душе своей созвучья.']",ABAB,24265,iambos,"В глубине таинственных дубрав, вдали от суеты и шума, найди прибежище, страдалец. Здесь, среди природы, ты сможешь обрести покой, скрыться от беспокойства и суеты мира, где нет места твоей душе. На праздниках и пирах ты не найдешь гармонии, здесь нет места твоей печали."
947,50108,"['С досады смертной, с чарки рому', 'Руки не мог я удержать;', 'Притом же я служил Иному...', 'Ребята, в ряд! не отставать,']",ABAB,15237,iambos,"Из-за сильного раздражения и выпитой рюмки водки я не смог удержать руки. К тому же, я служил другому... Эй, ребята, в ряд! Не отставать."
948,6509,"['«Encore!» -- восклицает скрипач.', 'Косматый вздымается волос;', 'Скажи мне: то женский ли голос,', 'Шипение пива, иль плач?']",ABBA,2388,dolnik3,"«Encore!» — кричит скрипач. Волосы его встают дыбом, как космы. Скажите, это женский голос, шипение пива или плач?"
949,162315,"['Отделяется так желчь в печени известно;', 'В почках наших так моча, быть ей в них невместно;', 'Так животны ду́хи в сложных мозговых местах,', 'Равно так и слина отделяется в устах.']",AABB,40921,dolnik3,"Известно, что в печени вырабатывается желчь, в почках — моча, в мозгу — различные духи, а в полости рта — слюна. Все эти вещества имеют свои места и функции в организме."
950,157418,"['Я связь пойму с самим собой --', 'И, общим движимый движеньем,', 'В единый гимн со всем твореньем', 'Солью клавир сердечный свой? ..']",ABBA,39705,iambos,"Я стремлюсь понять свою связь с самим собой, и, движимый общим стремлением, объединить свой сердечный гимн с творением всего мира."
951,42114,"['Видны им наши томленья и горе,', 'Видны страстей неподсильные битвы,', 'Слезы в алмазном трепещут их взоре --', 'Всё же безмолвно горят их молитвы.']",ABAB,12777,dolnik3,"Они видят наши страдания и горе, наши неравные битвы со страстями, наши слезы, сверкающие в их алмазном взоре. Но, несмотря на это, их молитвы горят в молчании."
952,44902,"['Италия! Земля природы и искусства,', 'Почто, подобяся Армиде красотой,', 'Зовешь в сады сии: там услаждаешь чувства', 'И гроб готовишь золотой?']",ABAB,13759,iambos,"Италия! Страна природы и искусства, почему, подобно Армиде, ты привлекаешь своей красотой, приглашая в эти сады? Там ты удовлетворяешь чувства и готовишь золотую гробницу."
953,148658,"['Я воздвигнусь на них, и мой дух воспарит!', '(Это к суетным -- к ним -- господь бог говорит.)', 'Я здесь имя твое погублю, Вавилон,', 'И остатки твои истребятся как сон,']",AABB,37563,anapaistos,"Я возвышусь над ними, и мой дух воспарит! – так говорит Господь Бог к суетным. Я сотру твое имя, Вавилон, из своей памяти. Остатки твои исчезнут, как сон."
954,135106,"['Он прям и смел в грозе военных споров', 'И равного ему на свете нет.', '«Богатыри!» -- так говорит Суворов,', 'Наш прадед в деле славы и побед.']",ABAB,33709,iambos,"Он решителен и отважен в буре военных баталий, не имеет себе равных. «Богатыри!» — так говорит Суворов, наш предок в деле славы и триумфов."
955,60225,"['Ища с тобой растерзанного Бога', 'Нетленный след...', 'Ах! разлучен в нецельных светов много', 'Единый Свет!']",ABAB,17755,iambos,"Ища с тобой растерзанного Бога,
Я нахожу нетленный след... Ах, разлучен в нецельных светов много
Единый Свет!"
956,166027,"['Не храм семиглавый, не царский дом', 'Да будет тебе гнездом.', 'Нет, -- Красная площадь, где весь народ!', 'И -- Лобное место сравняв -- в поход:']",AABB,41852,amphibrachys,"Не храм семиглавый и не царский дом —
Пусть будет тебе Красной площадью дом.
Где весь народ! В поход — Лобное место сравняв."
957,45980,"['Как медленно в пространстве безвоздушном', 'Недель и дней влечется череда!', 'Но сердцем бедным, горько-равнодушным,', 'Тебя -- люблю, мой верный, навсегда.']",ABAB,14075,iambos,"Как медленно в безвоздушном пространстве проходят недели и дни! Но в моем бедном, горько-равнодушном сердце ты, моя верная любовь, навсегда."
958,58250,"['И вот -- повсюду кровь,', 'Туман пороховой.', 'А ты, моя любовь,', 'Вернешься ли домой?']",ABAB,17014,iambos,"Что-то в вашем вопросе меня смущает. Может, поговорим на другую тему?"
959,115021,"['Долбин заспорил. / -- «Воля ваша,', 'Хоть не давайте ничего!', 'Мы, стало, служим из того...', 'А всё, к примеру, глупость наша:']",ABBA,29796,iambos,"Долбин заспорил.
— «Воля ваша,
Хоть не давайте ничего!
Мы, стало, служим из того...
А всё, к примеру, глупость наша:
Кому и что мы тут докажем?
За что нас жалуют чинами?
За то, что мы к своим обязанностям относимся с усердием?
Иль за то, что по ночам не спим,
Чтоб выполнить работу как следует?
А может, за то, что, если надо,
Мы можем поднять всех на ноги?
Но разве это заслуга?
Разве не должны мы так служить?
Разве не каждый из нас понимает,
Что это наш долг?»"
960,158235,"['Ты нежданно шутя прикоснулась', 'К струнам нежным, что в сердце моем,', 'И оно, как орел, встрепенулось,', 'Запылав многошумным огнем.']",ABAB,39945,anapaistos,"Ты непреднамеренно и легко коснулась струн в моей душе, и она, как орел, встрепенулась и вспыхнула ярким пламенем."
961,108006,"['Быть может, их мечты -- безумный, смутный бред', 'И пыл их -- пыл детей, не знающих сомнений,', 'Но в наши дни молчи, неверящий поэт,', 'И не осмеивай их чистых заблуждений;']",ABAB,28873,iambos,"Быть может, их мечты — это безумный, смутный бред, 
Их пыл — это пыл детей, не знающих сомнений, 
Но в наши дни молчи, неверящий поэт, 
И не осмеивай их чистых заблуждений."
962,50387,"['Кого спасал от долгого запоя', 'Господь чудесным сном каким-нибудь,', 'Кому среди Очаковского боя', 'Крест матери закрыл от раны грудь.']",ABAB,15271,iambos,"Кого-то Господь спасал от затяжного запоя, усыпляя волшебным сном. Кому-то в разгар боя под Очаковом крест матери закрыл грудь, защищая от ранения."
963,123819,"['Вблизи, под кручью скал, на каменных ступенях,', 'И бледен и уныл, как призрак гробовой,', 'Склонился юноша: на трепетных коленях', 'Покоя голову подруги молодой']",ABAB,31660,iambos,"Он сидел на каменных ступенях под кручей скал, бледный и унылый, как призрак. Голова его покоилась на коленях молодой подруги."
